client_id,age,situation_familiale,profession,region,anciennete_mois,produit_principal,niveau_couverture,canal_souscription,prime_mensuelle_eur,nb_sinistres_12m,montant_sinistres_eur,nb_appels_support_12m,nb_avenants_contrat,retard_paiement_nb,score_satisfaction,resiliation_anterieure,date_souscription,date_derniere_interaction,churned
CLT00368,65,Marié(e),Sans emploi,Nouvelle-Aquitaine,132,Multirisque Pro,Essentiel,Agence,183.15,0,0.0,1.0,3,0,4.0,1,2022-02-12,2024-03-31,0
CLT00369,59,Célibataire,Indépendant,Grand Est,108,Assurance Vie,Premium,Web,113.09,3,5945.54,0.0,0,0,5.0,0,2022-11-01,2022-12-04,0
CLT00370,28,Veuf/Veuve,Salarié,PACA,72,Assurance Vie,Confort,Courtier,73.26,1,2500.61,1.0,2,0,3.0,0,2022-08-31,2023-04-02,0
CLT00371,49,En couple,Sans emploi,Grand Est,96,Multirisque Pro,Premium,Courtier,344.36,0,0.0,0.0,0,1,5.0,0,2022-05-23,2022-12-20,0
CLT00372,69,En couple,Fonctionnaire,Nouvelle-Aquitaine,72,Assurance Habitation,Essentiel,Courtier,45.01,0,0.0,1.0,2,3,5.0,1,2023-12-22,2024-03-05,0
CLT00373,32,En couple,Retraité,PACA,12,Assurance Santé,Premium,Courtier,252.44,0,0.0,0.0,3,2,5.0,0,2022-03-02,2022-12-10,0
CLT00374,24,En couple,Fonctionnaire,Occitanie,156,Assurance Habitation,Premium,Web,91.17,1,1051.28,0.0,2,0,1.0,0,2022-09-11,2023-10-18,0
CLT00375,69,Veuf/Veuve,Retraité,Grand Est,60,Assurance Vie,Essentiel,Courtier,55.87,0,0.0,2.0,1,0,4.0,0,2022-03-19,2023-12-27,0
CLT00376,56,Veuf/Veuve,Retraité,Bretagne,36,Assurance Auto,Confort,Courtier,119.68,2,3686.84,1.0,0,1,4.0,0,2022-12-02,2022-12-04,0
CLT00377,46,Célibataire,Sans emploi,Bretagne,48,Assurance Auto,Premium,Téléphone,167.89,2,2523.11,0.0,3,0,4.0,1,2023-02-12,2023-06-03,0
CLT00378,25,Marié(e),Fonctionnaire,Nouvelle-Aquitaine,72,Assurance Vie,Essentiel,Téléphone,67.89,1,1860.84,0.0,2,0,5.0,1,2022-12-12,2024-06-24,1
CLT00379,32,Célibataire,Salarié,Bretagne,60,Multirisque Pro,Essentiel,Téléphone,214.22,0,0.0,1.0,0,0,4.0,0,2022-04-12,2024-01-13,0
CLT00380,25,Veuf/Veuve,Retraité,Auvergne-Rhône-Alpes,12,Assurance Vie,Essentiel,Agence,54.77,1,1474.48,1.0,0,0,5.0,0,2022-01-01,2023-03-15,1
CLT00381,64,En couple,Fonctionnaire,Nouvelle-Aquitaine,144,Assurance Habitation,Premium,Web,90.83,1,2748.6,1.0,1,0,4.0,0,2022-04-06,2024-02-05,0
CLT00382,57,En couple,Salarié,Bretagne,72,Assurance Santé,Confort,Agence,177.09,1,1193.79,0.0,3,0,,1,2023-02-10,2023-12-27,0
CLT00383,37,Célibataire,Salarié,Grand Est,168,Assurance Santé,Premium,Web,259.36,0,0.0,3.0,2,0,4.0,0,2022-01-02,2022-08-08,0
CLT00384,30,Veuf/Veuve,Salarié,Occitanie,36,Assurance Vie,Essentiel,Web,55.21,0,0.0,1.0,2,0,5.0,1,2022-01-09,2023-12-22,1
CLT00385,41,Veuf/Veuve,Salarié,Auvergne-Rhône-Alpes,144,Assurance Santé,Essentiel,Téléphone,104.81,4,9950.11,3.0,1,0,3.0,0,2022-08-23,2023-09-19,0
CLT00386,55,Marié(e),Fonctionnaire,PACA,132,Assurance Auto,Premium,Agence,162.27,0,0.0,0.0,3,0,4.0,1,2022-11-03,2023-03-23,1
CLT00387,29,Célibataire,Sans emploi,PACA,96,Assurance Vie,Essentiel,Web,51.18,0,0.0,0.0,3,0,,0,2023-10-28,2023-12-09,0
CLT00388,70,Veuf/Veuve,Sans emploi,Auvergne-Rhône-Alpes,48,Assurance Vie,Confort,Web,91.22,0,0.0,0.0,1,1,5.0,0,2023-12-05,2024-03-27,0
CLT00389,44,Célibataire,Sans emploi,Auvergne-Rhône-Alpes,72,Assurance Habitation,Essentiel,Agence,45.88,0,0.0,1.0,3,0,3.0,0,2023-01-29,2024-01-23,0
CLT00390,45,Marié(e),Salarié,Occitanie,36,Assurance Vie,Confort,Web,71.49,0,0.0,3.0,0,0,4.0,1,2022-09-12,2024-03-31,1
CLT00391,55,Marié(e),Indépendant,Île-de-France,108,Multirisque Pro,Premium,Courtier,366.7,0,0.0,1.0,3,1,5.0,0,2023-06-15,2024-04-20,0
CLT00392,60,Célibataire,Indépendant,Nouvelle-Aquitaine,156,Multirisque Pro,Essentiel,Téléphone,239.26,2,2480.22,0.0,1,0,4.0,0,2023-05-22,2023-12-05,0
CLT00393,28,Célibataire,Fonctionnaire,PACA,108,Assurance Auto,Essentiel,Téléphone,92.07,0,0.0,0.0,3,0,4.0,1,2022-11-21,2023-04-05,0
CLT00394,70,En couple,Retraité,Bretagne,60,Assurance Vie,Premium,Téléphone,123.43,1,1636.11,3.0,1,0,3.0,0,2022-03-16,2022-04-02,0
CLT00395,59,En couple,Salarié,Nouvelle-Aquitaine,72,Multirisque Pro,Essentiel,Agence,229.83,0,0.0,3.0,2,1,3.0,0,2022-03-03,2024-05-19,0
CLT00396,29,Veuf/Veuve,Retraité,Grand Est,84,Assurance Vie,Premium,Courtier,125.99,0,0.0,0.0,2,2,5.0,0,2022-03-26,2024-01-10,0
CLT00397,50,Célibataire,Fonctionnaire,Nouvelle-Aquitaine,60,Multirisque Pro,Premium,Web,364.52,1,817.41,,1,0,4.0,0,2022-03-22,2023-08-27,0
CLT00398,63,Célibataire,Fonctionnaire,Grand Est,24,Assurance Habitation,Essentiel,Courtier,39.09,0,0.0,0.0,3,0,,0,2023-12-17,2024-04-06,0
CLT00399,71,Veuf/Veuve,Salarié,PACA,132,Assurance Habitation,Essentiel,Web,38.88,0,0.0,0.0,1,0,5.0,0,2023-04-10,2024-02-17,0
CLT00400,37,Célibataire,Salarié,Auvergne-Rhône-Alpes,84,Multirisque Pro,Essentiel,Courtier,204.11,0,0.0,1.0,2,0,5.0,0,2023-12-26,2024-01-30,0
CLT00401,64,Marié(e),Indépendant,Bretagne,60,Assurance Auto,Essentiel,Téléphone,89.36,0,0.0,1.0,2,2,4.0,0,2023-01-16,2023-05-25,0
CLT00402,44,Marié(e),Retraité,Île-de-France,48,Assurance Santé,Premium,Agence,227.39,2,5598.95,5.0,3,0,1.0,0,2022-10-06,2024-03-25,1
CLT00403,54,Veuf/Veuve,Sans emploi,Hauts-de-France,156,Assurance Auto,Confort,Agence,99.57,1,986.94,0.0,0,0,4.0,0,2023-01-04,2023-03-01,0
CLT00404,52,En couple,Fonctionnaire,Bretagne,12,Assurance Vie,Premium,Web,110.85,1,2598.18,2.0,3,0,,0,2022-04-16,2023-11-24,0
CLT00405,29,Célibataire,Indépendant,Île-de-France,108,Assurance Auto,Essentiel,Agence,75.92,0,0.0,0.0,0,0,,1,2022-02-17,2023-06-15,0
CLT00406,38,Célibataire,Sans emploi,Auvergne-Rhône-Alpes,72,Assurance Santé,Confort,Web,182.7,0,0.0,2.0,2,0,4.0,0,2024-01-02,2024-06-17,0
CLT00407,57,Veuf/Veuve,Fonctionnaire,Occitanie,120,Assurance Vie,Essentiel,Courtier,60.57,1,1720.46,0.0,3,0,5.0,0,2022-10-05,2022-12-23,1
CLT00408,49,En couple,Indépendant,Île-de-France,12,Multirisque Pro,Confort,Agence,246.72,4,6859.23,5.0,3,2,4.0,0,2023-06-13,2023-07-06,1
CLT00409,37,Marié(e),Fonctionnaire,Nouvelle-Aquitaine,96,Assurance Vie,Essentiel,Téléphone,63.5,0,0.0,4.0,0,0,5.0,0,2022-03-30,2023-10-17,1
CLT00410,30,Marié(e),Sans emploi,Occitanie,120,Assurance Vie,Essentiel,Courtier,64.6,0,0.0,0.0,3,1,5.0,0,2022-11-08,2023-07-14,1
CLT00411,33,En couple,Indépendant,Occitanie,108,Assurance Vie,Confort,Téléphone,90.91,0,0.0,1.0,2,1,4.0,0,2022-01-07,2023-03-02,0
CLT00412,69,Marié(e),Salarié,Île-de-France,12,Assurance Auto,Essentiel,Courtier,80.32,1,2832.62,1.0,3,0,5.0,0,2023-11-05,2024-02-09,0
CLT00413,59,Veuf/Veuve,Retraité,Occitanie,156,Assurance Santé,Essentiel,Web,122.7,0,0.0,1.0,1,0,4.0,0,2022-03-03,2022-07-26,0
CLT00414,64,Veuf/Veuve,Fonctionnaire,Occitanie,144,Assurance Santé,Essentiel,Agence,132.79,1,2808.35,2.0,1,0,4.0,0,2023-04-15,2024-05-01,0
CLT00415,73,Veuf/Veuve,Salarié,Auvergne-Rhône-Alpes,12,Assurance Auto,Premium,Agence,140.63,0,0.0,2.0,1,0,4.0,0,2023-08-30,2024-06-15,0
CLT00416,50,Marié(e),Fonctionnaire,Occitanie,60,Assurance Auto,Confort,Web,97.84,1,2268.83,0.0,1,0,5.0,1,2022-11-19,2023-12-26,0
CLT00417,29,En couple,Salarié,Nouvelle-Aquitaine,156,Assurance Santé,Confort,Téléphone,157.28,0,0.0,2.0,2,0,5.0,0,2022-07-27,2022-12-13,1
CLT00418,73,En couple,Retraité,PACA,108,Multirisque Pro,Essentiel,Web,218.44,0,0.0,0.0,2,0,4.0,0,2023-04-23,2023-09-30,0
CLT00419,36,Veuf/Veuve,Fonctionnaire,Occitanie,12,Assurance Vie,Essentiel,Courtier,52.61,2,4846.0,0.0,0,0,3.0,0,2023-04-20,2023-09-02,0
CLT00420,35,Célibataire,Indépendant,Nouvelle-Aquitaine,156,Assurance Auto,Essentiel,Web,91.55,0,0.0,0.0,0,1,4.0,0,2022-12-02,2023-05-02,0
CLT00421,56,Veuf/Veuve,Sans emploi,Bretagne,144,Assurance Auto,Premium,Web,142.64,3,6344.48,1.0,1,0,5.0,0,2022-02-20,2024-01-14,0
CLT00422,71,Veuf/Veuve,Retraité,Île-de-France,24,Assurance Santé,Confort,Web,162.33,3,7696.84,0.0,3,0,2.0,1,2023-07-24,2024-04-30,1
CLT00423,38,En couple,Salarié,PACA,36,Assurance Habitation,Essentiel,Téléphone,43.84,1,1328.98,2.0,3,0,3.0,1,2022-01-13,2022-03-17,0
CLT00424,56,Marié(e),Salarié,Grand Est,48,Assurance Habitation,Essentiel,Web,44.76,1,2042.85,0.0,2,0,3.0,0,2023-08-20,2024-06-15,0
CLT00425,25,En couple,Retraité,PACA,156,Assurance Santé,Essentiel,Agence,111.24,0,0.0,2.0,2,0,3.0,0,2022-05-12,2022-08-14,0
CLT00426,66,Célibataire,Indépendant,Hauts-de-France,24,Assurance Santé,Essentiel,Agence,139.22,3,8297.93,1.0,0,0,3.0,0,2023-08-11,2024-03-19,1
CLT00427,74,Veuf/Veuve,Indépendant,Grand Est,156,Assurance Vie,Confort,Agence,83.11,0,0.0,3.0,2,0,5.0,1,2022-12-29,2023-08-05,0
CLT00428,25,En couple,Salarié,Hauts-de-France,156,Assurance Habitation,Confort,Courtier,73.73,0,0.0,2.0,3,0,4.0,1,2023-09-21,2024-01-24,1
CLT00429,24,Célibataire,Salarié,Hauts-de-France,120,Assurance Santé,Confort,Téléphone,143.18,4,11616.37,0.0,0,1,3.0,1,2022-10-14,2023-11-10,1
CLT00430,22,Célibataire,Retraité,Occitanie,48,Assurance Habitation,Confort,Web,61.98,1,1472.33,2.0,0,0,4.0,0,2024-01-01,2024-04-01,1
CLT00431,62,Marié(e),Retraité,Bretagne,108,Assurance Vie,Premium,Téléphone,109.61,1,823.49,0.0,3,1,5.0,0,2022-10-04,2023-04-06,0
CLT00432,68,Marié(e),Salarié,Île-de-France,108,Assurance Auto,Confort,Web,126.45,1,2133.14,0.0,2,0,,0,2023-04-29,2024-01-25,1
CLT00433,56,Célibataire,Indépendant,Auvergne-Rhône-Alpes,132,Assurance Santé,Premium,Web,205.99,2,5858.27,0.0,3,0,,0,2023-11-04,2024-01-04,0
CLT00434,32,Veuf/Veuve,Fonctionnaire,Occitanie,12,Assurance Santé,Premium,Agence,204.81,2,4494.48,4.0,0,0,5.0,0,2022-06-27,2022-12-24,0
CLT00435,34,Célibataire,Fonctionnaire,Bretagne,48,Assurance Habitation,Premium,Courtier,107.17,0,0.0,0.0,2,1,4.0,0,2023-08-05,2024-05-19,0
CLT00436,61,Marié(e),Indépendant,Hauts-de-France,144,Assurance Habitation,Premium,Web,89.92,2,4911.63,0.0,3,0,3.0,0,2023-05-18,2023-06-06,1
CLT00437,50,Célibataire,Sans emploi,Occitanie,144,Assurance Auto,Essentiel,Web,76.05,0,0.0,0.0,2,0,2.0,0,2023-05-05,2023-05-05,1
CLT00438,57,Marié(e),Indépendant,Auvergne-Rhône-Alpes,168,Assurance Santé,Premium,Web,250.43,0,0.0,0.0,0,0,,0,2022-11-28,2023-01-27,0
CLT00439,57,Marié(e),Salarié,PACA,24,Assurance Auto,Essentiel,Web,79.44,1,358.71,0.0,0,1,3.0,0,2023-01-18,2024-02-27,0
CLT00440,57,Marié(e),Indépendant,Nouvelle-Aquitaine,72,Multirisque Pro,Essentiel,Courtier,193.61,0,0.0,0.0,2,0,4.0,0,2022-06-11,2024-06-29,0
CLT00441,30,En couple,Sans emploi,Bretagne,48,Assurance Vie,Premium,Téléphone,106.43,0,0.0,1.0,2,0,4.0,0,2023-12-12,2024-05-17,1
CLT00442,63,Marié(e),Fonctionnaire,Grand Est,108,Assurance Santé,Essentiel,Web,108.56,4,11745.54,2.0,3,0,5.0,0,2022-05-11,2022-11-08,0
CLT00443,53,En couple,Sans emploi,Île-de-France,24,Assurance Auto,Premium,Téléphone,160.32,0,0.0,1.0,3,1,4.0,0,2022-11-22,2023-07-06,0
CLT00444,64,Marié(e),Salarié,Auvergne-Rhône-Alpes,96,Multirisque Pro,Essentiel,Téléphone,227.63,1,2382.65,0.0,1,0,3.0,0,2022-09-01,2023-08-22,1
CLT00445,68,Veuf/Veuve,Salarié,Bretagne,144,Assurance Santé,Essentiel,Agence,134.8,1,1886.92,1.0,2,3,2.0,0,2022-09-29,2023-05-01,0
CLT00446,33,Marié(e),Salarié,Bretagne,36,Assurance Habitation,Premium,Agence,97.81,1,1888.82,1.0,3,0,1.0,0,2022-01-02,2022-02-20,1
CLT00447,31,Veuf/Veuve,Retraité,Auvergne-Rhône-Alpes,144,Assurance Vie,Confort,Téléphone,99.13,0,0.0,1.0,1,0,3.0,0,2023-01-23,2024-01-17,0
CLT00448,41,En couple,Indépendant,Hauts-de-France,24,Multirisque Pro,Confort,Agence,242.41,1,1155.69,1.0,1,0,4.0,0,2023-04-08,2023-05-15,0
CLT00449,55,Marié(e),Salarié,Bretagne,48,Assurance Auto,Confort,Agence,114.12,1,2083.97,2.0,1,0,3.0,1,2022-03-17,2023-03-02,1
CLT00450,33,Célibataire,Fonctionnaire,PACA,60,Assurance Habitation,Confort,Web,66.27,1,1600.78,,1,0,5.0,0,2023-09-01,2024-05-05,0
CLT00451,43,En couple,Salarié,Grand Est,96,Assurance Auto,Confort,Web,128.58,4,8940.59,2.0,0,1,5.0,0,2022-04-14,2023-03-19,0
CLT00452,39,Marié(e),Fonctionnaire,Nouvelle-Aquitaine,72,Assurance Habitation,Essentiel,Téléphone,42.91,0,0.0,0.0,2,0,5.0,0,2022-09-01,2022-12-08,0
CLT00453,35,Célibataire,Fonctionnaire,Auvergne-Rhône-Alpes,72,Assurance Auto,Confort,Téléphone,122.04,2,5088.67,0.0,1,0,2.0,1,2022-01-04,2023-03-17,0
CLT00454,55,Célibataire,Salarié,Occitanie,60,Assurance Auto,Confort,Téléphone,99.25,0,0.0,2.0,2,2,3.0,0,2022-07-31,2023-01-21,1
CLT00455,49,Marié(e),Retraité,PACA,36,Assurance Santé,Essentiel,Téléphone,108.23,0,0.0,2.0,0,0,5.0,0,2023-04-28,2024-01-03,1
CLT00456,46,Marié(e),Retraité,Auvergne-Rhône-Alpes,72,Assurance Santé,Essentiel,Téléphone,129.98,4,3328.15,0.0,0,0,3.0,0,2023-01-14,2023-07-24,0
CLT00457,45,Veuf/Veuve,Fonctionnaire,Hauts-de-France,132,Assurance Vie,Essentiel,Courtier,62.17,2,5975.19,1.0,0,0,3.0,0,2022-08-20,2023-05-22,0
CLT00458,41,Célibataire,Fonctionnaire,PACA,72,Multirisque Pro,Essentiel,Web,211.46,1,1221.08,2.0,0,0,4.0,0,2023-07-09,2024-02-05,0
CLT00459,25,Veuf/Veuve,Sans emploi,Grand Est,36,Multirisque Pro,Essentiel,Agence,205.0,1,1933.68,0.0,3,0,5.0,0,2023-12-05,2024-04-04,0
CLT00460,64,Célibataire,Retraité,Nouvelle-Aquitaine,36,Multirisque Pro,Essentiel,Téléphone,185.82,1,1665.98,,2,0,4.0,0,2024-01-02,2024-01-10,1
CLT00461,60,Veuf/Veuve,Indépendant,PACA,36,Multirisque Pro,Premium,Web,421.98,0,0.0,0.0,1,2,3.0,0,2022-06-21,2023-01-23,1
CLT00462,27,Célibataire,Retraité,Grand Est,168,Assurance Habitation,Essentiel,Agence,47.68,1,630.97,4.0,3,1,4.0,0,2022-07-26,2024-04-28,0
CLT00463,25,Célibataire,Salarié,Bretagne,108,Assurance Habitation,Premium,Courtier,98.56,1,1144.45,4.0,0,0,1.0,0,2023-02-02,2024-03-14,0
CLT00464,73,Célibataire,Sans emploi,Hauts-de-France,72,Multirisque Pro,Confort,Courtier,299.56,3,6279.28,0.0,3,0,5.0,0,2023-08-25,2024-05-18,0
CLT00465,68,En couple,Sans emploi,Auvergne-Rhône-Alpes,108,Assurance Vie,Essentiel,Téléphone,58.93,0,0.0,,3,0,3.0,0,2023-08-26,2024-06-19,1
CLT00466,67,Marié(e),Retraité,Nouvelle-Aquitaine,168,Assurance Auto,Essentiel,Agence,94.35,2,2931.68,5.0,1,0,4.0,0,2022-09-28,2023-10-25,0
CLT00467,59,En couple,Fonctionnaire,Île-de-France,84,Assurance Vie,Premium,Téléphone,119.43,1,579.0,0.0,1,0,4.0,0,2023-02-17,2023-05-01,0
CLT00468,73,Veuf/Veuve,Fonctionnaire,Île-de-France,12,Multirisque Pro,Premium,Téléphone,357.76,0,0.0,0.0,0,0,4.0,0,2023-12-09,2024-02-07,1
CLT00469,71,Marié(e),Salarié,Nouvelle-Aquitaine,108,Assurance Auto,Premium,Téléphone,141.52,0,0.0,0.0,3,0,4.0,0,2022-12-12,2023-10-18,0
CLT00470,39,En couple,Indépendant,PACA,144,Assurance Santé,Confort,Téléphone,160.22,0,0.0,0.0,2,0,4.0,0,2022-11-04,2024-01-31,0
CLT00471,69,En couple,Retraité,PACA,84,Assurance Santé,Confort,Téléphone,172.35,0,0.0,0.0,1,1,,0,2022-08-05,2023-09-25,0
CLT00472,28,En couple,Salarié,Île-de-France,156,Assurance Vie,Premium,Courtier,107.22,2,5837.27,0.0,1,1,4.0,0,2022-11-15,2024-04-16,0
CLT00473,58,En couple,Indépendant,Auvergne-Rhône-Alpes,168,Assurance Vie,Essentiel,Agence,65.12,0,0.0,2.0,1,0,4.0,1,2022-03-01,2022-11-11,1
CLT00474,50,En couple,Fonctionnaire,Bretagne,12,Assurance Auto,Confort,Agence,117.42,0,0.0,1.0,2,0,4.0,0,2023-01-13,2024-05-02,0
CLT00475,65,En couple,Fonctionnaire,Île-de-France,72,Multirisque Pro,Confort,Agence,259.2,0,0.0,,1,0,4.0,0,2023-05-16,2024-03-15,0
CLT00476,45,Marié(e),Indépendant,Bretagne,72,Assurance Vie,Essentiel,Téléphone,55.58,3,4515.38,1.0,0,2,4.0,0,2022-09-22,2022-12-23,0
CLT00477,49,En couple,Sans emploi,Île-de-France,36,Assurance Santé,Essentiel,Téléphone,128.28,1,717.55,0.0,2,0,5.0,1,2022-08-08,2023-03-22,0
CLT00478,36,Veuf/Veuve,Sans emploi,Nouvelle-Aquitaine,84,Assurance Habitation,Premium,Web,90.42,0,0.0,0.0,3,0,3.0,0,2022-01-21,2024-06-24,0
CLT00479,50,Célibataire,Indépendant,Auvergne-Rhône-Alpes,36,Assurance Auto,Confort,Web,129.84,0,0.0,0.0,2,0,4.0,0,2022-09-16,2024-05-30,0
CLT00480,34,Veuf/Veuve,Fonctionnaire,Grand Est,36,Assurance Santé,Premium,Courtier,277.75,1,2887.41,0.0,2,1,5.0,1,2023-04-16,2023-08-23,0
CLT00481,65,Célibataire,Salarié,Grand Est,12,Assurance Habitation,Confort,Courtier,60.84,1,1471.98,,1,0,3.0,0,2023-06-08,2024-05-12,0
CLT00482,62,Célibataire,Retraité,Nouvelle-Aquitaine,48,Assurance Santé,Premium,Courtier,234.08,4,8464.32,4.0,1,0,5.0,0,2022-03-07,2023-02-14,0
CLT00483,49,Marié(e),Fonctionnaire,Nouvelle-Aquitaine,36,Assurance Santé,Premium,Courtier,231.82,1,1358.3,1.0,3,0,3.0,0,2022-07-12,2022-12-12,0
CLT00484,29,Marié(e),Indépendant,Grand Est,72,Multirisque Pro,Essentiel,Agence,221.01,0,0.0,0.0,0,0,3.0,0,2022-01-27,2023-11-29,0
CLT00485,31,Veuf/Veuve,Retraité,Grand Est,84,Assurance Vie,Confort,Courtier,74.7,0,0.0,2.0,0,0,3.0,0,2022-02-06,2023-09-26,0
CLT00486,74,Veuf/Veuve,Fonctionnaire,Occitanie,120,Multirisque Pro,Essentiel,Courtier,231.2,2,1658.08,0.0,2,0,4.0,0,2023-06-04,2023-11-04,0
CLT00487,33,Célibataire,Retraité,Nouvelle-Aquitaine,84,Assurance Habitation,Premium,Web,85.09,1,1241.94,1.0,3,0,5.0,0,2022-05-12,2024-06-08,1
CLT00488,56,Célibataire,Indépendant,Bretagne,96,Assurance Santé,Premium,Web,250.08,0,0.0,1.0,1,0,2.0,0,2022-12-30,2023-08-15,0
CLT00489,29,Marié(e),Sans emploi,Bretagne,144,Assurance Santé,Confort,Courtier,185.73,1,1415.35,,0,0,3.0,0,2022-10-29,2024-02-15,0
CLT00490,44,Veuf/Veuve,Indépendant,PACA,168,Assurance Auto,Confort,Agence,132.0,0,0.0,0.0,0,0,4.0,0,2023-05-28,2023-07-28,0
CLT00491,72,Célibataire,Indépendant,Grand Est,96,Assurance Vie,Premium,Courtier,112.69,0,0.0,0.0,2,0,3.0,0,2022-05-21,2022-12-12,0
CLT00492,47,Marié(e),Indépendant,Auvergne-Rhône-Alpes,96,Assurance Santé,Confort,Téléphone,178.67,0,0.0,,0,0,5.0,0,2022-03-24,2023-08-05,0
CLT00493,71,Célibataire,Salarié,Bretagne,108,Assurance Santé,Premium,Web,245.68,0,0.0,2.0,0,0,3.0,0,2023-04-08,2023-08-26,0
CLT00494,54,Célibataire,Indépendant,Hauts-de-France,96,Assurance Habitation,Essentiel,Web,38.74,1,1212.61,0.0,2,0,5.0,0,2023-09-22,2024-05-01,0
CLT00495,64,Veuf/Veuve,Salarié,Hauts-de-France,24,Assurance Vie,Confort,Téléphone,97.59,1,2468.45,1.0,3,0,3.0,0,2022-02-08,2023-08-08,1
CLT00496,37,Marié(e),Sans emploi,Île-de-France,144,Assurance Habitation,Premium,Courtier,101.41,0,0.0,1.0,0,0,4.0,0,2022-07-15,2022-08-02,1
CLT00497,60,Marié(e),Fonctionnaire,Occitanie,120,Assurance Auto,Premium,Web,179.27,1,1821.14,0.0,0,0,5.0,0,2022-05-13,2022-08-26,0
CLT00498,30,Célibataire,Salarié,Auvergne-Rhône-Alpes,120,Assurance Vie,Premium,Courtier,141.18,0,0.0,0.0,3,0,4.0,0,2022-11-02,2023-08-26,0
CLT00499,50,En couple,Fonctionnaire,Grand Est,156,Assurance Vie,Premium,Courtier,102.8,1,783.52,0.0,2,0,1.0,1,2023-05-17,2023-11-16,1
CLT00500,56,En couple,Indépendant,Île-de-France,60,Assurance Habitation,Essentiel,Téléphone,40.43,2,3200.33,1.0,1,0,5.0,0,2022-05-15,2022-12-17,0
CLT00501,44,Marié(e),Salarié,PACA,84,Assurance Auto,Premium,Web,190.69,1,2816.72,0.0,2,0,5.0,0,2023-01-20,2023-10-08,0
CLT00502,38,Célibataire,Salarié,Île-de-France,156,Multirisque Pro,Premium,Agence,434.04,1,1810.17,0.0,1,0,4.0,0,2022-02-19,2024-01-26,0
CLT00503,26,Célibataire,Sans emploi,Grand Est,36,Assurance Auto,Confort,Téléphone,110.81,0,0.0,1.0,1,2,,0,2022-09-16,2024-01-14,0
CLT00504,56,Veuf/Veuve,Salarié,Nouvelle-Aquitaine,84,Assurance Habitation,Essentiel,Agence,40.5,1,1996.39,0.0,0,0,2.0,0,2023-11-10,2024-03-22,1
CLT00505,49,Célibataire,Sans emploi,Grand Est,48,Assurance Santé,Premium,Web,244.79,0,0.0,3.0,2,1,5.0,0,2023-09-25,2023-11-24,0
CLT00506,44,En couple,Sans emploi,Hauts-de-France,72,Assurance Santé,Essentiel,Agence,130.67,0,0.0,1.0,3,0,3.0,0,2022-07-24,2023-04-19,1
CLT00507,32,Marié(e),Indépendant,Grand Est,72,Multirisque Pro,Essentiel,Courtier,170.36,0,0.0,0.0,1,1,4.0,0,2022-02-10,2023-08-25,0
CLT00508,53,En couple,Salarié,Bretagne,72,Assurance Vie,Essentiel,Téléphone,69.03,0,0.0,2.0,2,0,2.0,0,2022-01-14,2023-12-02,0
CLT00509,66,Célibataire,Sans emploi,Auvergne-Rhône-Alpes,96,Assurance Auto,Essentiel,Téléphone,92.07,3,2428.79,0.0,2,1,3.0,0,2022-03-18,2024-03-27,1
CLT00510,57,Marié(e),Fonctionnaire,Hauts-de-France,60,Assurance Auto,Confort,Web,115.24,1,1490.52,2.0,3,2,5.0,0,2023-04-21,2023-05-16,0
CLT00511,69,Marié(e),Fonctionnaire,Nouvelle-Aquitaine,156,Assurance Auto,Essentiel,Agence,93.82,0,0.0,0.0,3,0,2.0,1,2023-03-13,2024-03-25,1
CLT00512,27,En couple,Indépendant,Île-de-France,132,Assurance Auto,Essentiel,Agence,87.02,1,957.57,0.0,2,0,5.0,1,2022-12-03,2023-12-04,0
CLT00513,51,Marié(e),Fonctionnaire,PACA,48,Assurance Vie,Premium,Courtier,124.86,4,4934.33,0.0,0,0,3.0,0,2022-07-07,2022-10-31,1
CLT00514,46,Veuf/Veuve,Retraité,Nouvelle-Aquitaine,72,Assurance Vie,Confort,Téléphone,73.26,0,0.0,1.0,0,0,4.0,0,2023-03-08,2024-02-03,0
CLT00515,74,En couple,Salarié,Île-de-France,72,Assurance Habitation,Essentiel,Web,41.33,2,4032.98,1.0,0,0,3.0,1,2023-03-03,2024-06-11,0
CLT00516,51,Veuf/Veuve,Fonctionnaire,Auvergne-Rhône-Alpes,72,Multirisque Pro,Confort,Téléphone,268.53,2,1853.78,0.0,2,0,2.0,0,2023-09-19,2023-10-03,1
CLT00517,30,Veuf/Veuve,Retraité,PACA,132,Assurance Habitation,Confort,Téléphone,73.73,2,4556.84,0.0,1,1,4.0,0,2022-02-17,2022-04-22,0
CLT00518,22,En couple,Fonctionnaire,Île-de-France,96,Assurance Santé,Premium,Courtier,229.85,0,0.0,,2,1,4.0,0,2023-06-16,2024-03-09,1
CLT00519,27,Veuf/Veuve,Fonctionnaire,Occitanie,168,Multirisque Pro,Essentiel,Téléphone,186.29,0,0.0,0.0,3,0,4.0,0,2023-11-11,2024-05-02,0
CLT00520,64,En couple,Sans emploi,Île-de-France,84,Assurance Vie,Essentiel,Agence,68.12,2,4729.83,1.0,1,0,5.0,1,2023-04-26,2024-01-04,0
CLT00521,63,En couple,Fonctionnaire,Bretagne,84,Assurance Habitation,Essentiel,Téléphone,50.13,0,0.0,1.0,1,1,4.0,0,2022-10-12,2022-12-02,0
CLT00522,30,En couple,Salarié,Grand Est,132,Multirisque Pro,Essentiel,Téléphone,192.81,3,1623.79,0.0,3,0,5.0,0,2023-04-16,2023-11-29,1
